Ind	Sp	Gen	Line	CorollaWidth	CorollaThroat	CorollaLength	OverallCorollaLength	SepalLength	LongestStamenLength	PistilLength	SeedMass	SeedLength	SeedWidth	NectarVolume	SugarConcentration	NectarySize
247	CL5	F5	327	21.91333333	6.396666667	22.69666667	27.19666667	11.85333333	16.34666667	17.04666667	0.024	4.14	3.88	1.190416667	268.4901219	0.074608484
1198	CL5	F5	328	20.39333333	6.04	22.15333333	26.18333333	10.61666667	16.11333333	12.01	0.023	4.16	3.82	1.52375	267.3724143	0.094111092
892	CL5	F5	328	20.62666667	6.696666667	23.75333333	27.03	11.09333333	16.42333333	12.95333333	0.027	4.31	4.12	1.509166667	209.1061762	0.087337717
1368	CL5	F5	329	21.61333333	6.716666667	23.07	26.86666667	10.92333333	16.12333333	15.19333333	0.023	4.46	3.82	1.962916667	341.0315353	0.107286266
555	CL5	F5	329	20.83333333	6.753333333	23.01	26.72666667	11.05	16.43	15.35333333	0.019	4.43	3.72	1.513541667	317.9377915	0.082160653
497	CL5	F5	330	22.72	7.076666667	21.98666667	26.88333333	10.44666667	16.48333333	13.77666667	0.029	4.2	3.88	1.681458333	308.0205232	0.102483301
843	CL5	F5	330	22.17333333	6.89	22.48	27.29666667	10.82333333	16.84	13.3	0.029	4.16	4.02	1.712916667	269.1233457	0.083055962
576	CL5	F5	331	22.20666667	6.536666667	24.01666667	27.97333333	11.71	17.58	16.82666667	0.028	4.36	4.03	2.278125	360.8065971	0.131084431
695	CL5	F5	331	20.58	5.88	19.45	23.78	12.48	15.5	15.2	0.027	4.73	3.97	1.738125	323.6098458	0.082554398
1237	CL5	F5	332	22.69	6.653333333	26.82666667	31.19333333	11.20333333	18.48	14.13666667	0.028	4.06	4.13	1.528125	282.5390624	0.085680933
723	CL5	F5	332	21.02333333	6.096666667	24.75	28.55	10.45666667	18.08	16.08666667	0.032	4.39	4.78	1.514791667	288.8254695	0.113196555
1383	CL5	F5	333	20.37333333	6.093333333	23	26.27666667	10.13333333	16.42666667	12.40333333	0.024	3.63	3.74	2.290625	349.2252729	0.092141956
158	CL5	F5	333	19.16666667	5.62	20.71666667	24.17333333	9.99	15.72	11.68333333	0.028	3.98	3.65	1.248958333	306.2531279	0.095307634
187	CL5	F5	335	21.24	6.673333333	22.47666667	26.17	10.66	16.59666667	14.95333333	0.029	4.11	3.75	0.952708333	268.2875049	0.057810714
761	CL5	F5	335	21.34333333	6.036666667	22.42	26.82	11.33	15.34	14.58666667	0.027	3.78	3.36	1.881666667	300.0490059	0.111367424
539	CL5	F5	336	21.44333333	7.3	24	27.29333333	10.93666667	17.26	14.72333333	0.025	4.72	3.78	0.772708333	270.7914668	0.080893598
871	CL5	F5	336	18.78666667	6.703333333	19.32666667	23.68666667	8.516666667	14.41	12.55	0.029	4.64	3.94	1.048958333	261.7990487	0.068897184
1097	CL5	F5	337	20.98666667	6.253333333	21.69666667	25.18	11.97666667	16.24666667	13.18333333	0.028	4.64	4.24	1.063541667	264.5687163	0.063395671
354	CL5	F5	337	20.40666667	5.84	21.02	24.38666667	11.14	15.13333333	11.57666667	0.027	4.55	4.42	0.47125	318.1622818	0.044980614
178	CL5	F5	344	23.9	7.23	26.79333333	29.86	11.30666667	19.69666667	17.72	0.032	5.02	4.26	2.655625	366.0435314	0.13494732
31	CL5	F5	344	23.04333333	7.23	23.61666667	27.30333333	11.48333333	17.82333333	15.22666667	0.032	4.94	4.27	2.16875	335.4960868	0.160792721
1115	CL5	F5	351	20.91333333	6.153333333	22.45333333	25.41666667	11.52333333	16.39333333	15.26	0.025	4.63	4.08	1.322291667	305.2351903	0.073522725
784	CL5	F5	351	20.57	6.42	21.82	25.27666667	11.00666667	15.84666667	13.63666667	0.027	4.64	4.07	0.971458333	315.6530196	0.075590249
39	CL5	F5	353	24.25333333	6.51	23.16	28.15333333	11.19666667	17.61	15.88	0.027	4.51	3.95	1.450208333	326.2196886	0.102872848
865	CL5	F5	353	25.07	6.623333333	23.70666667	28.06333333	10.68666667	16.98	15.78333333	0.029	4.53	4.08	1.176458333	321.1317273	0.077513497
1073	CL5	F5	354	24.50666667	6.373333333	24.38333333	28.67	12.55666667	16.76666667	15.30666667	0.034	4.73	4.32	1.897291667	349.1586287	0.12438346
798	CL5	F5	354	23.37	6.666666667	23.28333333	29.08	10.84333333	16.75	14.7	0.034	4.68	4.13	2.874375	324.2895462	0.169430868
963	CL5	F5	355	23.64666667	6.576666667	20.95666667	26.1	12.91333333	14.97666667	12.95333333	0.036	4.18	4.39	2.402083333	309.8496193	0.093919169
98	CL5	F5	355	21.76333333	6.443333333	19.68	24.53666667	12.19	15.03333333	12.92	0.029	4.01	4.11	2.703125	322.1864941	0.09424537
29	CL5	F5	358	23.18333333	6.573333333	26.06333333	31.14333333	10.76666667	17.28666667	13.6	0.034	4.76	4.38	1.361666667	327.4443313	0.09954981
610	CL5	F5	358	21.37333333	5.983333333	23.59333333	26.38	10.79333333	15.27333333	12.21	0.032	4.72	4.35	0.839375	347.9861197	0.076813201
585	CL5	F5	359	24.19333333	6.656666667	25.80333333	30.24	11.08	18.87333333	13.43666667	0.028	4.69	4.37	1.494375	369.3024646	0.105543014
825	CL5	F5	359	20.78666667	6.703333333	24.27	28.09666667	9.656666667	15.49	11.42	0.033	4.73	4.9	0.468125	254.7686444	0.084604716
1124	CL5	F5	361	20.68666667	6.41	18.71666667	24.66333333	10.38666667	14.48666667	14.12	0.022	4.03	3.85	1.725208333	317.3367537	0.08859439
629	CL5	F5	361	20.72	7.08	22.92	26.67333333	10.48	15.29333333	14.28	0.023	4.32	4.03	1.711875	303.6223694	0.09720482
1245	CL5	F5	363	23.48	7.136666667	22.85	28.25333333	10.13	17.58666667	14.35666667	0.018	4.07	3.81	1.64875	325.0264701	0.117649638
789	CL5	F5	363	24.70333333	6.406666667	21.92333333	26.81333333	10.88	16.54666667	14.95333333	0.033	4.8	4.42	1.305	317.244232	0.084140297
287	CL5	F5	365	18.23333333	5.28	21.50333333	23.84666667	11.20333333	15.11666667	12.87333333	0.026	4.14	4.2	1.32375	322.2656897	0.064422709
897	CL5	F5	365	20.99666667	5.726666667	21.28	25.4	10.55	15.06333333	12.7	0.025	4.06	3.93	1.0225	356.5707884	0.099391265
169	CL5	F5	366	21.21666667	7.403333333	24.57666667	27.12	11.46666667	15.38666667	12.78	0.031	4.59	4.36	2.250416667	320.7467549	0.150431363
970	CL5	F5	366	21.52666667	7.296666667	24.17666667	27.54	11.47666667	15.58	12.37	0.033	4.66	4.19	3.131666667	352.2876334	0.129575478
255	CL5	F5	368	20.40666667	6.516666667	22.2	26.25333333	10.74	16.28666667	13.07666667	0.024	4.55	4.08	1.753541667	310.3573009	0.073109143
433	CL5	F5	368	20.50666667	5.923333333	21.59333333	25.79	11.22666667	14.93	13.02666667	0.032	4.67	3.97	1.716458333	311.7541424	0.125344316
1352	CL5	F5	371	22.61333333	7.003333333	22.59	26.38	11.64333333	17.33666667	15.65333333	0.023	4.28	3.92	2.882916667	359.9289289	0.113129426
264	CL5	F5	371	21.49666667	6.12	20.89333333	25.63333333	11.45333333	16.89666667	13.84333333	0.024	4.28	3.91	1.748541667	362.6423268	0.08494306
1038	CL5	F5	373	22	6.886666667	22.03	26.58666667	11.1	15.74666667	12.66666667	0.022	4.22	3.85	2.160833333	290.6217063	0.150344697
1145	CL5	F5	373	23.48333333	6.746666667	22.72333333	27.28	10.36666667	17.92333333	12.77666667	0.023	4.44	3.89	2.239375	338.5867331	0.151738235
165	CL5	F5	375	19.96666667	5.81	21.37333333	24.12333333	10.32333333	15.08	15.73333333	0.02	4.63	4.11	1.804583333	298.4875098	0.098955549
321	CL5	F5	375	18.66666667	6.273333333	21.9	23.34666667	9.766666667	14.48666667	14.34	0.028	4.85	4.15	2.296458333	332.8191375	0.110844638
1399	CL5	F5	379	22.51	6.883333333	20.14333333	24.57	11.48333333	15.14	12.24666667	0.029	4.62	4.26	1.648333333	351.0561697	0.154060235
293	CL5	F5	379	23.56333333	6.313333333	20.46	26.00666667	11.55	15.58	12.71333333	0.031	4.67	4.33	1.429166667	253.2357677	0.084643364
1002	CL5	F5	380	19.13333333	5.28	19.92333333	23.76333333	10.81	14.09666667	12.07333333	0.024	4	3.76	0.5825	283.3892402	0.078493342
1163	CL5	F5	380	23.02666667	6.363333333	21.94333333	26.71333333	11.05666667	16.36333333	13.19666667	0.025	4.12	4.06	1.685416667	298.5147905	0.082458731
1043	CL5	F5	381	22.99333333	6.276666667	23.81	28.05	10.8	16.53666667	13.58333333	0.026	4.22	4.29	1.47	325.6615738	0.078175566
904	CL5	F5	381	19.98666667	5.94	21.14	24.77333333	10.33333333	14.61	11.7	0.024	4.12	3.85	0.608541667	293.8208645	0.042093997
1353	CL5	F5	383	19.44666667	6.586666667	22.76	26.05666667	11.55333333	15.57333333	12.59	0.021	3.86	3.58	1.199583333	281.8290406	0.062181171
345	CL5	F5	383	18.65	5.77	19.33333333	23.20333333	10.29666667	13.59666667	11.38	0.021	3.84	3.55	1.004583333	290.4430859	0.067936277
137	CL5	F5	385	18.24333333	5.593333333	19.06666667	22.56666667	8.536666667	14.21333333	11.35666667	0.027	4.31	3.94	1.137916667	311.735011	0.089029514
488	CL5	F5	385	19.97	5.763333333	19.51	24.16	9.71	14.69333333	13.01333333	0.03	4.53	4.39	1.404583333	314.7829518	0.118313952
1190	CL5	F5	391	23.67666667	6.583333333	24.59666667	28.99333333	11.5	17.34666667	15.26	0.023	4.29	3.65	1.677083333	338.989676	0.139848242
230	CL5	F5	391	22.75333333	6.99	25.3	29.94666667	9.5	17.99333333	15.42666667	0.028	4.67	4.03	1.767916667	323.944592	0.124191908
215	CL5	F5	392	20.98333333	6.15	21.56666667	26.31	9.883333333	16.64	15.15333333	0.026	4.3	3.9	1.224583333	333.6120398	0.102364473
305	CL5	F5	392	20.89666667	6.123333333	22.47	26.07333333	9.853333333	17.06	15.21666667	0.027	4.16	3.7	1.011875	282.8874793	0.066275005
545	CL5	F5	393	21.69666667	6.19	24.78666667	28.62333333	10.62	16.64666667	12.9	0.021	4.01	3.75	1.895833333	366.0533225	0.117541077
606	CL5	F5	393	22.13333333	6.536666667	24.25666667	28.36333333	10.97333333	17.31	12.58333333	0.02	3.69	3.75	1.767916667	366.6647159	0.113061206
1000	CL5	F5	396	20.78666667	6.623333333	24.05333333	27.21	11.02	16.59666667	15.30333333	0.026	4.59	3.81	1.550833333	291.7228323	0.077371658
1267	CL5	F5	396	17.63333333	6.36	21.05333333	23.21333333	9.71	13.89666667	12.26	0.03	4.82	3.94	0.855208333	241.5619445	0.078289671
671	CL5	F5	399	20.98	6.213333333	19.53666667	23.52	11.4	14.74333333	11.89666667	0.028	4.21	4.15	0.831458333	295.4864417	0.076009693
925	CL5	F5	399	20.3	6.113333333	19.31666667	23.03333333	11.33	14.69	12.00333333	0.026	4.04	4.06	0.317083333	340.853651	0.071513806
1196	CL5	F5	400	23.33666667	6.4	22.81333333	27.15	11.85333333	16.49666667	16.03	0.025	4.76	3.74	2.630208333	339.3734342	0.140458727
1359	CL5	F5	400	23.35666667	6.57	23.72333333	27.53	12.87333333	16.64	16.52	0.029	4.96	3.89	2.627916667	304.5613838	0.146610218
527	CL5	F5	402	23.23666667	6.913333333	23.40333333	27.87666667	11.95333333	17.35666667	14.28666667	0.027	4.58	3.9	2.849583333	384.1029708	0.20617081
991	CL5	F5	402	23	5.756666667	22.07	26.18333333	11.43333333	16.05666667	13.82666667	0.028	4.52	3.81	3.379791667	357.4538682	0.14430732
1291	CL5	F5	404	24.19666667	7.616666667	24	28.01	13.22333333	17.13	15.29333333	0.025	4.75	4.18	2.32	386.5395787	0.185885282
930	CL5	F5	404	23.39	7.43	22.04333333	27.12666667	11.67333333	17.43333333	14.88333333	0.02	4.29	3.81	1.625625	359.426689	0.190471852
1008	CL5	F5	405	22.06333333	6.4	22.58333333	26.79666667	11.52666667	15.41333333	13.13	0.03	4.91	4.02	1.151875	325.8155787	0.091578559
1279	CL5	F5	405	23.74333333	6.52	24.56333333	28.99333333	12.56666667	16.83666667	14.14	0.025	4.34	3.67	0.688958333	278.3260465	0.102565153
1022	CL5	F5	407	23.55333333	6.873333333	24.47666667	29.00666667	11.19666667	16.79	16.54333333	0.028	4.31	4.96	1.521875	352.1713586	0.108257895
638	CL5	F5	407	19.15	5.95	21.88333333	25.73333333	9.853333333	14.1	13.23	0.029	4.3	4.11	0.787291667	325.3114239	0.10545751
1278	CL5	F5	410	26.43333333	7.06	24.13666667	29.96	11.45333333	18.09666667	15.63666667	0.03	4.47	3.94	0.933958333	263.0410867	0.105394397
737	CL5	F5	410	25.57333333	6.32	22.07333333	28.22	11.66666667	17.37	15.74333333	0.03	4.55	4.06	1.387708333	298.7954698	0.10155848
1367	CL5	F5	411	21.08333333	7.263333333	23.85666667	28.05	11.65333333	15.69333333	15.41666667	0.025	4.21	3.82	1.886875	299.3099973	0.126432582
706	CL5	F5	411	20.585	6.655	23.26	26.82	11.535	15.52	15.17	0.025	4.71	3.58	1.279375	345.8150001	0.096718696
1323	CL5	F5	412	20.23666667	6.376666667	20.37333333	24.12333333	11.00666667	15.13333333	14.26666667	0.022	4.3	3.76	1.691458333	294.7685173	0.088980765
574	CL5	F5	412	24.34333333	6.59	22.73	27.32666667	11.47333333	16.06666667	14.95666667	0.026	4.51	3.88	1.319375	302.8826027	0.142565355
207	CL5	F5	413	20.04	6.413333333	23.84333333	27.80333333	9.886666667	16.20666667	14.31333333	0.03	4.2	3.97	0.870208333	272.8373966	0.053115686
614	CL5	F5	413	21.07	6.41	26.07333333	28.77666667	11.04666667	16.67333333	14.27	0.033	4.73	4.17	1.08875	279.7813352	0.071552672
1345	CL5	F5	414	25.25666667	6.86	25.56333333	29.87666667	11.16	18.29	17.01	0.022	4.13	3.75	3.21125	330.5380613	0.132346204
417	CL5	F5	414	25.93	6.773333333	24.63	30.37	11.23333333	18.80333333	17.35666667	0.034	4.41	4.47	2.440416667	323.1740439	0.127721313
162	CL5	F5	415	22.46666667	6.793333333	22.25	26.62666667	10.87	16.00333333	13.5	0.027	4.5	4.16	1.256875	302.738168	0.089637232
47	CL5	F5	415	22.29	6.48	22.58	25.81	11.59	15.42666667	14.78	0.03	4.44	4.16	0.817708333	314.5836185	0.1025514
1168	CL5	F5	417	18.91	6.823333333	20.92666667	23.19666667	11.56	14.46666667	12.50666667	0.016	4.07	3.51	1.71625	344.6039174	0.142445047
289	CL5	F5	417	23.50666667	7.636666667	21.14333333	26.35666667	13.21	15.69333333	13.41666667	0.034	5.21	4.04	1.290416667	326.200846	0.152757845
1326	CL5	F5	418	25.69333333	8.226666667	24.85	30.26666667	11.53	18.03	15.27	0.026	4.16	3.85	3.586666667	374.1294215	0.156396249
601	CL5	F5	418	20.63	6.486666667	21.95	26.13	10.73666667	15.55	13.89666667	0.029	4.25	3.76	1.559791667	309.3186875	0.122031549
472	CL5	F5	421	22.91333333	6.286666667	21.96666667	26.54666667	10.49666667	16.23666667	12.68	0.023	3.88	3.78	1.873125	272.6530164	0.076708848
596	CL5	F5	421	24.04333333	6.446666667	25.73333333	29.59	9.983333333	18.76333333	14.63666667	0.025	3.88	3.81	2.215416667	320.2201537	0.084216545
1083	CL5	F5	423	20.21333333	6.32	20.51666667	23.84	10.95333333	14.77666667	13.49333333	0.028	4.38	3.97	0.795625	270.6660975	0.091864339
651	CL5	F5	423	19.12666667	5.726666667	20.03666667	22.98333333	9.913333333	14.82333333	13.29	0.026	4.45	3.77	0.585208333	381.4011047	0.068992288
1051	CL5	F5	424	20.56	6.113333333	22.97333333	25.92666667	10.04666667	15.1	13.01333333	0.021	3.7	3.46	1.19875	328.2755241	0.098801152
171	CL5	F5	424	20.57	5.9	21.63333333	25.09333333	10.41666667	14.49333333	12.08333333	0.019	3.73	3.46	1.698541667	348.1180028	0.07823145
746	CL5	F5	429	19.28333333	5.773333333	19.96666667	23.81666667	10.43	14.96333333	13.17333333	0.013	3.29	3.3	1.5575	334.6634548	0.083804462
955	CL5	F5	429	20.81	6.38	21.28333333	25.08666667	10.91333333	15.62	14.08333333	0.019	3.86	3.41	1.669583333	346.1512513	0.104423818
1207	CL5	F5	432	22.28333333	6.11	21.72	26.12	11.08	14.88333333	14.75666667	0.014	3.87	3.27	2.650208333	338.1472656	0.119463393
1324	CL5	F5	432	23.33666667	6.343333333	23.94	28.65333333	11.18	16.13666667	15.33666667	0.024	4.24	3.69	1.978541667	346.5892609	0.092266869
76	CL5	F5	434	19.70666667	5.896666667	21.90666667	25.67333333	9.346666667	16.07	12.67333333	0.025	4.11	3.93	0.918125	300.5409228	0.094988345
929	CL5	F5	434	20.61	6.13	22.26666667	25.88	10.41666667	15.45666667	12.00333333	0.024	4.03	3.81	0.545	301.7905263	0.082058641
1080	CL5	F5	436	23.26333333	6.513333333	21.6	25.53	10.84666667	15.06666667	12.90333333	0.03	4.61	3.99	0.750625	305.0507505	0.108265324
509	CL5	F5	436	24.62	6.266666667	22.06666667	26.19666667	11.45	14.87	12.81	0.032	4.41	4.14	1.455625	287.4923732	0.109724648
1328	CL5	F5	438	25.97	7.506666667	24.01333333	28.91666667	12.61666667	16.56666667	14.61666667	0.021	4.74	4.21	3.355416667	339.8015075	0.121230904
581	CL5	F5	438	21.52333333	6.91	22.42666667	26.25	12.39	14.58333333	13.65	0.029	4.6	4.04	0.97125	255.9098894	0.076558255
1297	CL5	F5	439	24.3	6.843333333	23.54	27.86333333	12.45	15.24	12.82333333	0.023	3.98	3.75	0.607083333	225.6380716	0.091068667
170	CL5	F5	439	20.87	5.93	18.81333333	23.89333333	11.05	13.87333333	11.28666667	0.025	4.09	3.92	0.2925	254.8793601	0.065411991
16	CL5	F5	442	23.97666667	6.556666667	22.81333333	27.57	11.19333333	17.47333333	16.66666667	0.022	4.33	3.52	1.343125	321.9316296	0.161008295
778	CL5	F5	442	22.95666667	7.41	23.73	28.07333333	12.15333333	16.99	17.01	0.027	4.36	3.77	2.074583333	376.8663306	0.184537461
580	CL5	F5	444	23.99666667	6.576666667	22.33666667	27.15666667	11.68	15.61666667	14.14333333	0.024	4.31	3.62	1.262291667	280.0584096	0.07599722
961	CL5	F5	444	22.65	6.803333333	23.10666667	27.26	11.80666667	16.11333333	13.26	0.022	4.28	3.57	2.812291667	333.8721267	0.111383245
1346	CL5	F5	447	22.28	6.753333333	23.94666667	28.02333333	11.38333333	17.80666667	14.41	0.023	4.23	3.75	3.163958333	320.9922683	0.139449202
537	CL5	F5	447	18.62	5.856666667	20.5	24.01	9.766666667	15.09	12.12666667	0.023	4.18	3.71	0.623333333	255.1334637	0.073675739
1095	CL5	F5	450	22.08	6.89	23.31666667	26.4	9.813333333	15.31666667	13.78666667	0.025	4.09	3.8	1.413958333	297.6192337	0.099435466
931	CL5	F5	450	19.55666667	6.43	21.46333333	24.81	9.663333333	15.12666667	13.35333333	0.024	4.43	3.99	1.059166667	254.5999455	0.07930312
211	CL5	F5	451	18.27	6.39	21.69666667	24.43666667	9.143333333	14.88666667	14.35333333	0.028	4.23	3.86	1.394166667	303.9886424	0.060741478
526	CL5	F5	451	20.44666667	7.146666667	23.20666667	26.65666667	10.58	15.26	14.03666667	0.026	4.04	3.96	1.915416667	314.1330393	0.08564941
1388	CL5	F5	452	18.53666667	6.003333333	20.52	24.07333333	10.19	14.67	13.29666667	0.026	3.72	3.91	1.787083333	322.8420129	0.099959376
1390	CL5	F5	452	19.64666667	6.08	21.62333333	25.37	10.29	15.62	12.77333333	0.02	3.86	3.61	1.726041667	384.6857384	0.102577385
414	CL5	F5	454	19.35333333	5.263333333	22.35	25.50666667	11.22333333	15.43	12.71666667	0.029	4.56	4.19	0.689166667	332.8878831	0.108451615
95	CL5	F5	454	20.95333333	5.886666667	21.16	25.00333333	11.65333333	15.30666667	13.1	0.029	4.53	4.14	1.630833333	329.4017313	0.115330374
358	CL5	F5	456	19.23666667	6.453333333	21.81666667	25.21333333	10.85	14.35666667	13.41	0.035	4.9	4.32	1.278541667	267.4702326	0.071419968
584	CL5	F5	456	22.43666667	6.226666667	24.28333333	28.54666667	11.21	15.53333333	13.4	0.03	4.42	4.17	1.039166667	276.7181606	0.080713424
1090	CL5	F5	457	20.57	6.9	22.61666667	26.12	9.813333333	16.12	13.5	0.022	4.14	3.83	0.921666667	372.7844379	0.067239882
1110	CL5	F5	457	17.59333333	6.18	18.98666667	22.47333333	8.31	14.23666667	12.09666667	0.023	4.33	4.07	1.641666667	307.2755014	0.064165091
133	CL5	F5	459	24.82333333	6.723333333	25.19333333	29.66666667	12.49666667	18.72666667	17.09	0.031	4.98	4.46	0.83875	290.510863	0.102107988
840	CL5	F5	459	24.96666667	6.85	24.39333333	30.10666667	12.52	18.28	16.4	0.029	4.65	4.61	0.488125	303.8686227	0.0916429
1150	CL5	F5	462	22.11	6.69	20.96333333	25.18666667	11.18666667	15.32333333	13.31666667	0.02	4.59	3.7	1.421041667	358.5663059	0.149158644
1224	CL5	F5	462	19.22	6.233333333	19.89333333	23.73666667	10.98666667	14.09	11.86666667	0.024	4.39	4.36	1.495625	291.0600579	0.091425528
1266	CL5	F5	464	24.39333333	6.603333333	25.46	30.72	11.64333333	15.88	13.9	0.022	4.33	3.72	1.11625	266.2480311	0.116196623
696	CL5	F5	464	23.69666667	6.046666667	23.48333333	29.22	11.84333333	15.4	15.91	0.02	4.27	3.6	1.342708333	292.9104497	0.08840342
166	CL5	F5	469	22.48	6.52	21.19	25.64	10.59333333	15.82666667	14.36666667	0.024	4.71	4.05	1.89	360.0619284	0.167794486
687	CL5	F5	469	23.67	6.573333333	22.96666667	27.07	11.35666667	16.39333333	14.61666667	0.028	4.75	4.11	2.291041667	338.2339895	0.126040454
1027	CL5	F5	472	18.15	6.083333333	21.08	23.78	9.833333333	14.52	13.67333333	0.03	4.7	4.19	1.324166667	291.2426966	0.084066717
962	CL5	F5	472	18.11333333	6.33	20.01	22.98666667	10.25333333	14.58333333	13.92333333	0.022	4.28	3.98	1.385	315.8855424	0.121600734
1047	CL5	F5	475	21.3	6.406666667	21.80666667	25.87	10.35666667	15.54333333	13.48666667	0.026	4.09	3.75	1.679791667	310.634488	0.111098345
591	CL5	F5	475	22.99666667	6.106666667	23.95333333	27.85	10.51	16.7	15.01666667	0.022	4	3.73	1.830208333	315.3131283	0.089939202
164	CL5	F5	482	23.34666667	6.686666667	21.06666667	25.82666667	11.18333333	14.18	11.86333333	0.03	4.45	4.07	0.766875	151.2865077	0.128901816
945	CL5	F5	482	23.97666667	7.146666667	21.80333333	26.53666667	10.37333333	14.92	12.47	0.03	4.41	4.03	0.983333333	252.3219335	0.094595825
1018	CL5	F5	483	19.51333333	6.226666667	20.41333333	23.77666667	10.53	14.61666667	13.96666667	0.027	4.1	4.29	1.034375	267.7864557	0.082945259
1065	CL5	F5	483	23.28	6.72	23.05	26.58333333	11.63666667	15.61333333	14.41	0.018	4.04	3.82	0.819791667	322.2535779	0.098487164
1126	CL5	F5	500	18.49	5.8	20.18	23.48333333	8.78	14.51	13.44666667	0.027	4.46	3.96	2.402916667	330.1976875	0.100549838
1302	CL5	F5	500	22.90666667	6.71	25.31666667	28.60333333	11.63333333	17.20333333	15.24	0.031	4.39	4.64	2.148958333	333.5096283	0.109366922
1275	CL5	F5	501	25.21666667	6.97	25.19666667	30.03666667	10.90333333	16.66	15.38333333	0.023	4.09	3.93	3.265208333	382.8124855	0.176451224
771	CL5	F5	501	21.96	6.983333333	23.82333333	28.68666667	10.63333333	15.91	12.52	0.025	4.13	4.02	2.328333333	359.6689518	0.169719396
252	CL5	F5	502	19.5	6.04	21.37666667	24.78333333	10.64	13.92666667	12.84666667	0.022	4.23	3.88	1.81875	310.3066187	0.085115363
70	CL5	F5	502	20.83666667	6.096666667	20.94333333	25.04	11.11	14.41	12.58666667	0.024	4.26	3.72	1.151666667	326.3213278	0.098381397
1040	CL5	F5	503	24.47333333	7.113333333	25.94666667	28.62666667	12.56333333	16.95333333	16.34	0.023	4.8	4.06	0.953958333	329.703601	0.141625006
327	CL5	F5	503	22.07333333	6.646666667	20.3	25.75	12.12333333	14.57333333	14.48	0.03	5.02	4.21	1.884583333	343.2893272	0.139088007
21	CL5	F5	506	24.31	6.296666667	23	27.50666667	11.81666667	17.75666667	18.05666667	0.032	5.03	4.32	1.138333333	274.4613844	0.07376276
42	CL5	F5	506	25	6.926666667	23.77333333	28.61333333	11.96666667	18.82666667	18.19666667	0.033	5.1	4.27	1.12375	272.809936	0.10510435
557	CL5	F5	507	24.95666667	7.683333333	25.20666667	30.21666667	10.88333333	17.74333333	14.78333333	0.028	4.16	3.95	1.796458333	263.0559756	0.132473151
720	CL5	F5	507	24.29666667	7.07	23.74333333	28.80666667	10.86	17.38	13.97	0.025	4.28	3.73	1.303125	261.6612058	0.12385115
1330	CL5	F5	508	23.38333333	6.883333333	22.16666667	26.06666667	11.25666667	16.95	16.24333333	0.031	4.75	4.26	4.228541667	336.2063956	0.172775509
640	CL5	F5	508	24.79	6.983333333	23.04333333	28.19333333	12.12666667	18.74666667	17.84333333	0.032	4.76	4.41	2.259375	294.9805431	0.190275435
1052	CL5	F5	014s	21.89333333	6.483333333	22.33666667	26.75	11.15	15.99666667	14.24333333	0.033	4.46	4.27	1.940833333	367.4179173	0.164226132
1139	CL5	F5	014s	20.69	6.613333333	23.27	25.85	11.34666667	16.18666667	15.02	0.033	4.34	4.12	2.165625	324.1944848	0.120738068
367	CL5	F5	025s	19.90666667	6.19	20.15333333	23.81666667	11.04333333	13.3	12.34666667	0.024	3.89	3.75	1.253958333	286.8702551	0.077689406
435	CL5	F5	025s	20.60333333	6.336666667	20.62	23.94	11.51333333	13.46333333	12.68666667	0.024	3.9	3.65	0.428958333	259.9785591	0.051589116
1185	CL5	F5	032s	20.69	6.473333333	21.6	25.41666667	10.54666667	15.50666667	13.91333333	0.035	4.63	4.51	1.462916667	284.3624943	0.079153276
180	CL5	F5	032s	21.16	5.916666667	22.48666667	26.29666667	10.79666667	16.09333333	14.44333333	0.034	4.59	4.48	0.679791667	314.6605625	0.073273353
196	CL5	F5	039s	21.91333333	6.41	22.00333333	26.93333333	10.89	15.56333333	13.28	0.028	4.4	4.15	1.939791667	336.4194608	0.124144242
597	CL5	F5	039s	23.59333333	6.74	23.42666667	28.25333333	11.77	16.54666667	14.67	0.029	4.37	4.13	2.074791667	324.5507744	0.109687018
1003	CL5	F5	043s	24.05333333	6.323333333	23.28333333	27.97	11.44333333	16.72333333	15.63333333	0.036	4.92	4.76	1.62	341.3707355	0.135748395
504	CL5	F5	043s	21.16666667	6.436666667	22.68	26.29666667	11.53333333	15.96666667	15.25666667	0.029	4.74	4.29	1.436041667	350.6424142	0.13831564
642	CL5	F5	054s	23.88333333	6.303333333	23.75	28.22333333	10.56666667	17.58666667	14.06333333	0.029	4.26	4.14	1.680833333	371.7197317	0.117630923
710	CL5	F5	054s	20.29333333	6.11	23.42	25.79	10.01666667	17.69	14.80666667	0.03	4.31	4.72	1.788125	360.2239466	0.124503739
1366	CL5	F5	068s	19.34333333	5.993333333	22.76333333	24.9	11.30333333	14.56333333	12.97	0.032	4.74	4.23	1.012083333	344.7845333	0.080815092
522	CL5	F5	068s	19.11666667	6.466666667	22.14	25.23666667	10.74	14.70666667	12.86666667	0.032	4.79	4.26	1.176041667	380.9959421	0.119920551
102	CL5	F5	075s	24.70333333	6.683333333	25.56333333	29.61666667	11.37333333	19.2	14.90666667	0.029	4.52	3.99	1.620833333	328.7262474	0.087007454
530	CL5	F5	075s	20.93666667	6.166666667	23.01	26.37666667	11.94	15.59	12.65666667	0.03	4.57	4.3	1.386458333	285.4771052	0.103930868
