Date	Time	Sp	Ind	Infl_pos	Cor_Width	Cor_Throat	Cor_Base	Cor_Len	Cor_Th_Len	Cor_Len_Var	Sepal_Len	Min_Fil_Len	Max_Fil_Len	Pistil_Len	Ovary_Height	Stigma_Height	OV/P_Ratio	SH/P_Ratio	MiF-P_dis	MaF-P_dis	MiF-P_dis/L	MaF-P_dis/L	PL/L_ratio	PL/LV_ratio	L/W_Ratio	LV/W_Ratio	L/LV_Ratio	B/W_Ratio	TW/W_Ratio	B/TW_Ratio	TL/L_Ratio	TL/LV_Ratio	TL/TW_Ratio
2/21/18	10:40:00	C	570	1	25.59	7.44	2.23	28.04	18.66	32.68	10.93	16.93	19.82	16.89	1.45	1.13	0.086	0.067	0.04	2.93	0.001	0.104	0.602	0.517	1.096	1.277	0.858	0.087	0.291	0.300	0.665	0.571	2.508
2/16/18	10:13:00	C	570	1	27.49	6.89	2.41	28.15	17.92	33.84	12.03	16.57	19.32	18.03	1.57	1.1	0.087	0.061	-1.46	1.29	-0.052	0.046	0.640	0.533	1.024	1.231	0.832	0.088	0.251	0.350	0.637	0.530	2.601
12/13/17	11:24:00	F5	571	1	25.43	6.35	2.39	23.87	15.37	28.95	14.08	13.72	16.63	17.79	1.51	0.85	0.085	0.048	-4.07	-1.16	-0.171	-0.049	0.745	0.615	0.939	1.138	0.825	0.094	0.250	0.376	0.644	0.531	2.420
4/25/18	10:48:00	F5	571	1	22.48	6.4	2.5	22.28	14.35	27.18	12.6	11.81	15.27	15.15	1.49	0.88	0.098	0.058	-3.34	0.12	-0.150	0.005	0.680	0.557	0.991	1.209	0.820	0.111	0.285	0.391	0.644	0.528	2.242
4/22/18	10:25:00	F5	571	1	21.69	6.02	2.5	20.2	12.13	24.39	12.25	11.13	13.83	15.18	1.45	0.87	0.096	0.057	-4.05	-1.35	-0.200	-0.067	0.751	0.622	0.931	1.124	0.828	0.115	0.278	0.415	0.600	0.497	2.015
11/11/17	10:25:00	F5	572	1	19.89	5.39	2.17	21.85	12.25	23.98	11.77	11.65	14.08	12.97	1.74	0.93	0.134	0.072	-1.32	1.11	-0.060	0.051	0.594	0.541	1.099	1.206	0.911	0.109	0.271	0.403	0.561	0.511	2.273
3/26/18	10:48:00	F5	572	1	22.22	5.96	2.41	20.8	13.41	24.93	11	11.29	13.4	12.4	1.35	0.93	0.109	0.075	-1.11	1	-0.053	0.048	0.596	0.497	0.936	1.122	0.834	0.108	0.268	0.404	0.645	0.538	2.250
3/21/18	11:08:00	F5	572	1	18.9	5.34	2.29	18.38	11.72	22.44	10.34	10.47	11.87	11.89	1.61	0.9	0.135	0.076	-1.42	-0.02	-0.077	-0.001	0.647	0.530	0.972	1.187	0.819	0.121	0.283	0.429	0.638	0.522	2.195
11/9/17	11:07:00	F5	574	1	20.85	6.09	2.53	24.8	14.11	26.42	11.6	14.16	16.73	15.77	1.76	1.06	0.112	0.067	-1.61	0.96	-0.065	0.039	0.636	0.597	1.189	1.267	0.939	0.121	0.292	0.415	0.569	0.534	2.317
4/27/18	10:13:00	F5	574	1	25.27	6.8	2.76	21.26	14.39	27.41	11.54	13.09	15.83	15.06	1.64	0.96	0.109	0.064	-1.97	0.77	-0.093	0.036	0.708	0.549	0.841	1.085	0.776	0.109	0.269	0.406	0.677	0.525	2.116
4/25/18	10:52:00	F5	574	1	26.91	6.88	2.77	22.13	14.82	28.15	11.28	13.76	15.64	14.04	1.48	1	0.105	0.071	-0.28	1.6	-0.013	0.072	0.634	0.499	0.822	1.046	0.786	0.103	0.256	0.403	0.670	0.526	2.154
1/5/18	11:10:00	F5	576	1	23.86	6.92	2.67	24.1	15.4	28.22	12.05	15.09	18.22	16.41	1.65	0.99	0.101	0.060	-1.32	1.81	-0.055	0.075	0.681	0.582	1.010	1.183	0.854	0.112	0.290	0.386	0.639	0.546	2.225
11/9/17	11:11:00	F5	576	1	21.48	6.84	2.4	26.01	16.31	29.41	12.36	15.66	17.96	17.54	1.64	1.17	0.094	0.067	-1.88	0.42	-0.072	0.016	0.674	0.596	1.211	1.369	0.884	0.112	0.318	0.351	0.627	0.555	2.385
1/24/18	9:52:00	F5	576	1	21.28	5.85	2.59	21.94	14.79	26.29	10.72	12.41	16.56	16.53	1.36	0.9	0.082	0.054	-4.12	0.03	-0.188	0.001	0.753	0.629	1.031	1.235	0.835	0.122	0.275	0.443	0.674	0.563	2.528
1/18/18	11:57:00	C	577	3	25.08	7.38	2.5	23.37	14.79	28.82	11.56	14.07	16.79	14.15	1.5	1.24	0.106	0.088	-0.08	2.64	-0.003	0.113	0.605	0.491	0.932	1.149	0.811	0.100	0.294	0.339	0.633	0.513	2.004
11/22/17	10:56:00	C	577	1	27.53	7.7	2.55	30.2	17.58	34.25	12.95	18.22	20.55	17.25	1.67	1.18	0.097	0.068	0.97	3.3	0.032	0.109	0.571	0.504	1.097	1.244	0.882	0.093	0.280	0.331	0.582	0.513	2.283
1/24/18	9:56:00	C	577	1	28.98	7.7	2.58	28.34	17.06	33.62	12	16.51	19.86	16.39	1.58	1.08	0.096	0.066	0.12	3.47	0.004	0.122	0.578	0.488	0.978	1.160	0.843	0.089	0.266	0.335	0.602	0.507	2.216
4/6/18	10:52:00	F5	578	1	17.35	6.09	2.26	17.78	11.57	21.73	9.59	10.68	11.95	9.93	1.43	0.87	0.144	0.088	0.75	2.02	0.042	0.114	0.558	0.457	1.025	1.252	0.818	0.130	0.351	0.371	0.651	0.532	1.900
3/21/18	11:12:00	F5	578	1	17.42	5.62	2.32	18.82	12.4	22	10.2	10.25	12.57	9.65	1.52	0.96	0.158	0.099	0.6	2.92	0.032	0.155	0.513	0.439	1.080	1.263	0.855	0.133	0.323	0.413	0.659	0.564	2.206
5/1/18	10:08:00	F5	578	1	23.16	5.77	2.91	21.46	15.07	26.09	11.52	12.9	15.7	9.8	1.43	0.93	0.146	0.095	3.1	5.9	0.144	0.275	0.457	0.376	0.927	1.127	0.823	0.126	0.249	0.504	0.702	0.578	2.612
12/15/17	9:55:00	F5	580	1	24.95	6.63	2.54	23.22	14.31	28.56	11.96	12.9	15.64	13.58	1.56	1.07	0.115	0.079	-0.68	2.06	-0.029	0.089	0.585	0.475	0.931	1.145	0.813	0.102	0.266	0.383	0.616	0.501	2.158
1/10/18	9:53:00	F5	580	1	23.65	6.48	2.31	22.65	14.8	26.96	10.76	13.27	15.99	14.67	1.49	1.13	0.102	0.077	-1.4	1.32	-0.062	0.058	0.648	0.544	0.958	1.140	0.840	0.098	0.274	0.356	0.653	0.549	2.284
1/5/18	11:13:00	F5	580	2	23.39	6.62	2.47	21.14	13.43	25.95	12.32	13.07	15.22	14.18	1.47	0.97	0.104	0.068	-1.11	1.04	-0.053	0.049	0.671	0.546	0.904	1.109	0.815	0.106	0.283	0.373	0.635	0.518	2.029
4/10/18	11:02:00	F5	581	1	21.14	6.81	2.6	21.36	14.16	25.49	13.09	12.39	14.49	13.19	1.57	1.04	0.119	0.079	-0.8	1.3	-0.037	0.061	0.618	0.517	1.010	1.206	0.838	0.123	0.322	0.382	0.663	0.556	2.079
3/30/18	11:26:00	F5	581	1	22.8	6.93	2.82	23.38	14.99	27.14	13.04	13	14.41	13.66	1.51	1.02	0.111	0.075	-0.66	0.75	-0.028	0.032	0.584	0.503	1.025	1.190	0.861	0.124	0.304	0.407	0.641	0.552	2.163
4/6/18	11:05:00	F5	581	1	20.63	6.99	2.83	22.54	14.37	26.12	11.04	12.96	14.85	14.1	1.55	1.05	0.110	0.074	-1.14	0.75	-0.051	0.033	0.626	0.540	1.093	1.266	0.863	0.137	0.339	0.405	0.638	0.550	2.056
12/13/17	11:29:00	F5	584	1	23.14	6.28	2.69	26.26	15.53	29.95	12.08	13.06	15.25	12.63	1.56	0.94	0.124	0.074	0.43	2.62	0.016	0.100	0.481	0.422	1.135	1.294	0.877	0.116	0.271	0.428	0.591	0.519	2.473
4/25/18	11:19:00	F5	584	1	21.38	5.89	2.31	22.51	15.36	27.41	9.69	11.03	14.35	13.23	1.34	0.96	0.101	0.073	-2.2	1.12	-0.098	0.050	0.588	0.483	1.053	1.282	0.821	0.108	0.275	0.392	0.682	0.560	2.608
11/7/17	10:17:00	F5	584	1	22.79	6.51	2.65	24.08	16.41	28.28	11.86	14.07	17	14.34	1.95	1.03	0.136	0.072	-0.27	2.66	-0.011	0.110	0.596	0.507	1.057	1.241	0.851	0.116	0.286	0.407	0.681	0.580	2.521
11/7/17	11:23:00	F5	585	1	22.58	6.76	2.74	26.02	15.94	29.47	10.12	15.78	19.33	14.14	1.75	1	0.124	0.071	1.64	5.19	0.063	0.199	0.543	0.480	1.152	1.305	0.883	0.121	0.299	0.405	0.613	0.541	2.358
12/13/17	10:32:00	F5	585	1	25.46	6.72	2.61	26.37	15.31	30.66	12.09	14.68	18.93	13.53	1.51	0.91	0.112	0.067	1.15	5.4	0.044	0.205	0.513	0.441	1.036	1.204	0.860	0.103	0.264	0.388	0.581	0.499	2.278
11/30/17	11:03:00	F5	585	1	24.54	6.49	2.69	25.02	16.78	30.59	11.03	15.26	18.36	12.64	1.7	1.06	0.134	0.084	2.62	5.72	0.105	0.229	0.505	0.413	1.020	1.247	0.818	0.110	0.264	0.414	0.671	0.549	2.586
11/5/17	10:37:00	L	586	1	15.68	4.92	2.51	19.39	12	21.2	11.82	11.35	13.57	11.92	1.9	0.91	0.159	0.076	-0.57	1.65	-0.029	0.085	0.615	0.562	1.237	1.352	0.915	0.160	0.314	0.510	0.619	0.566	2.439
4/18/18	9:33:00	L	586	1	19.57	6.06	2.36	18.34	11.73	21.51	12.29	10.49	12.1	11.44	1.34	0.89	0.117	0.078	-0.95	0.66	-0.052	0.036	0.624	0.532	0.937	1.099	0.853	0.121	0.310	0.389	0.640	0.545	1.936
12/13/17	11:36:00	L	586	1	19.37	6.21	2.72	19.03	11.32	22.22	12.16	10.91	13.13	11.65	1.59	0.99	0.136	0.085	-0.74	1.48	-0.039	0.078	0.612	0.524	0.982	1.147	0.856	0.140	0.321	0.438	0.595	0.509	1.823
1/5/18	11:16:00	F5	588	1	17.77	5.74	2.16	19.63	13.82	23.01	9.55	11.87	14.24	12.34	1.59	0.96	0.129	0.078	-0.47	1.9	-0.024	0.097	0.629	0.536	1.105	1.295	0.853	0.122	0.323	0.376	0.704	0.601	2.408
1/7/18	9:59:00	F5	588	1	21.09	6.39	2.6	23.53	15.18	27.16	11.35	12.92	15	13.1	1.51	1	0.115	0.076	-0.18	1.9	-0.008	0.081	0.557	0.482	1.116	1.288	0.866	0.123	0.303	0.407	0.645	0.559	2.376
11/1/17	10:55:00	F5	588	1	17.94	5.45	2.32	24.37	16.72	26.68	10.28	13.91	16.61	13.22	1.49	1	0.113	0.076	0.69	3.39	0.028	0.139	0.542	0.496	1.358	1.487	0.913	0.129	0.304	0.426	0.686	0.627	3.068
2/11/18	10:07:00	F5	589	1	24.77	6.4	2.84	21.55	15.23	27.47	12.91	13.34	15.09	14.56	1.68	0.98	0.115	0.067	-1.22	0.53	-0.057	0.025	0.676	0.530	0.870	1.109	0.784	0.115	0.258	0.444	0.707	0.554	2.380
1/24/18	9:59:00	F5	589	1	21.39	6.74	2.36	21.2	14.49	24.98	11.38	11.69	13.86	13.23	1.7	1.05	0.128	0.079	-1.54	0.63	-0.073	0.030	0.624	0.530	0.991	1.168	0.849	0.110	0.315	0.350	0.683	0.580	2.150
4/24/18	10:47:00	F5	589	1	26.15	7.53	2.81	21.71	14.09	28.51	12.93	12.78	15.31	12.74	1.51	0.86	0.119	0.068	0.04	2.57	0.002	0.118	0.587	0.447	0.830	1.090	0.761	0.107	0.288	0.373	0.649	0.494	1.871
12/3/17	11:11:00	F5	590	1	21.48	7	2.72	25.65	15.85	29.92	11.38	13.84	17.14	14.11	1.59	0.95	0.113	0.067	-0.27	3.03	-0.011	0.118	0.550	0.472	1.194	1.393	0.857	0.127	0.326	0.389	0.618	0.530	2.264
11/7/17	10:21:00	F5	590	1	23.02	6.56	2.19	24.93	15.66	28.7	9.76	14.56	17.66	13.95	1.6	0.92	0.115	0.066	0.61	3.71	0.024	0.149	0.560	0.486	1.083	1.247	0.869	0.095	0.285	0.334	0.628	0.546	2.387
12/4/17	11:51:00	F5	590	1	23.67	6.55	2.87	25.27	15.42	30.09	10.83	13.58	17.16	13.91	1.84	1.16	0.132	0.083	-0.33	3.25	-0.013	0.129	0.550	0.462	1.068	1.271	0.840	0.121	0.277	0.438	0.610	0.512	2.354
1/10/18	9:56:00	F5	591	2	23	6.37	2.58	24.91	15.79	29.04	10.75	13.87	16.9	15.73	1.88	1.11	0.120	0.071	-1.86	1.17	-0.075	0.047	0.631	0.542	1.083	1.263	0.858	0.112	0.277	0.405	0.634	0.544	2.479
12/4/17	11:55:00	F5	591	1	20.49	5.93	2.79	24.39	14.92	27.37	10.37	13.5	17.19	15.09	1.55	1.02	0.103	0.068	-1.59	2.1	-0.065	0.086	0.619	0.551	1.190	1.336	0.891	0.136	0.289	0.470	0.612	0.545	2.516
1/5/18	11:20:00	F5	591	1	25.5	6.02	2.46	22.56	15.8	27.14	10.41	12.91	16.01	14.23	1.57	0.95	0.110	0.067	-1.32	1.78	-0.059	0.079	0.631	0.524	0.885	1.064	0.831	0.096	0.236	0.409	0.700	0.582	2.625
2/8/18	9:54:00	F5	592	1	24.48	6.4	2.76	27.35	17.37	31.62	13.36	14.83	17.44	16.82	1.56	0.96	0.093	0.057	-1.99	0.62	-0.073	0.023	0.615	0.532	1.117	1.292	0.865	0.113	0.261	0.431	0.635	0.549	2.714
2/28/18	10:21:00	F5	592	1	26.57	5.8	2.61	26.41	16.02	30.79	14.27	14.92	17	15.65	1.48	1.03	0.095	0.066	-0.73	1.35	-0.028	0.051	0.593	0.508	0.994	1.159	0.858	0.098	0.218	0.450	0.607	0.520	2.762
1/24/18	10:02:00	F5	592	1	23	6.56	2.23	24.87	15.89	29.6	11.81	13.71	16.81	14.92	1.32	1.05	0.088	0.070	-1.21	1.89	-0.049	0.076	0.600	0.504	1.081	1.287	0.840	0.097	0.285	0.340	0.639	0.537	2.422
4/10/18	10:51:00	F5	594	1	26.29	7.7	2.78	25.85	17.12	32.36	12.83	15.33	18.77	14.81	1.62	1.08	0.109	0.073	0.52	3.96	0.020	0.153	0.573	0.458	0.983	1.231	0.799	0.106	0.293	0.361	0.662	0.529	2.223
4/6/18	10:55:00	F5	594	1	25.19	7.23	2.6	26.43	16.99	31.42	11.38	14.98	18.16	15.57	1.58	0.97	0.101	0.062	-0.59	2.59	-0.022	0.098	0.589	0.496	1.049	1.247	0.841	0.103	0.287	0.360	0.643	0.541	2.350
4/12/18	11:45:00	F5	594	1	28.35	7.22	3.23	25.77	16.24	32.09	12.79	14.42	18.34	15.77	1.55	1	0.098	0.063	-1.35	2.57	-0.052	0.100	0.612	0.491	0.909	1.132	0.803	0.114	0.255	0.447	0.630	0.506	2.249
12/15/17	10:42:00	F5	595	1	25.65	7.96	2.35	23.24	13.88	27.61	10.75	12.72	15.2	14.05	1.52	0.9	0.108	0.064	-1.33	1.15	-0.057	0.049	0.605	0.509	0.906	1.076	0.842	0.092	0.310	0.295	0.597	0.503	1.744
12/13/17	11:33:00	F5	595	1	22.26	7.6	2.22	24.61	14.46	27.09	9.92	12.83	15.1	13.2	1.25	0.8	0.095	0.061	-0.37	1.9	-0.015	0.077	0.536	0.487	1.106	1.217	0.908	0.100	0.341	0.292	0.588	0.534	1.903
12/19/17	11:47:00	F5	595	2	24.69	7.17	2.55	21.64	14.34	27.41	9.97	12.68	15.44	13.97	1.46	0.83	0.105	0.059	-1.29	1.47	-0.060	0.068	0.646	0.510	0.876	1.110	0.789	0.103	0.290	0.356	0.663	0.523	2.000
11/22/17	11:34:00	F5	596	1	21.36	6.24	2.4	25.41	14.19	28.03	9.47	14.98	18.71	14.19	1.78	0.95	0.125	0.067	0.79	4.52	0.031	0.178	0.558	0.506	1.190	1.312	0.907	0.112	0.292	0.385	0.558	0.506	2.274
11/1/17	11:00:00	F5	596	1	25.62	5.92	2.49	25.08	16.67	29.52	10.88	15.35	19.32	14.05	1.54	1.03	0.110	0.073	1.3	5.27	0.052	0.210	0.560	0.476	0.979	1.152	0.850	0.097	0.231	0.421	0.665	0.565	2.816
12/4/17	11:59:00	F5	596	1	25.15	7.18	2.53	26.71	16.12	31.22	9.6	15.01	18.26	15.67	1.47	0.94	0.094	0.060	-0.66	2.59	-0.025	0.097	0.587	0.502	1.062	1.241	0.856	0.101	0.285	0.352	0.604	0.516	2.245
11/24/17	10:08:00	F5	597	1	22.98	6.47	2.33	23.36	14.34	28.03	11.79	13.8	16.57	14.31	1.46	0.85	0.102	0.059	-0.51	2.26	-0.022	0.097	0.613	0.511	1.017	1.220	0.833	0.101	0.282	0.360	0.614	0.512	2.216
1/1/18	10:37:00	F5	597	1	23.59	6.94	2.24	22.83	13.89	27.06	11.44	13.22	15.82	14.45	1.58	1.01	0.109	0.070	-1.23	1.37	-0.054	0.060	0.633	0.534	0.968	1.147	0.844	0.095	0.294	0.323	0.608	0.513	2.001
12/31/17	11:42:00	F5	597	1	24.21	6.81	2.51	24.09	15.64	29.67	12.08	14.12	17.25	15.25	1.68	0.96	0.110	0.063	-1.13	2	-0.047	0.083	0.633	0.514	0.995	1.226	0.812	0.104	0.281	0.369	0.649	0.527	2.297
12/1/17	10:47:00	F5	598	1	23.53	6.9	2.86	21.48	13.2	26.33	11.74	12.62	16.19	12.76	1.27	0.96	0.100	0.075	-0.14	3.43	-0.007	0.160	0.594	0.485	0.913	1.119	0.816	0.122	0.293	0.414	0.615	0.501	1.913
3/28/18	9:42:00	F5	598	1	28.84	6.8	2.56	22.08	14.35	28.63	12.2	12.65	14.77	13.56	1.49	0.87	0.110	0.064	-0.91	1.21	-0.041	0.055	0.614	0.474	0.766	0.993	0.771	0.089	0.236	0.376	0.650	0.501	2.110
3/30/18	11:29:00	F5	598	1	30.27	8.57	2.93	22.72	14.94	29.6	11.91	13.15	14.96	14.19	1.64	1.07	0.116	0.075	-1.04	0.77	-0.046	0.034	0.625	0.479	0.751	0.978	0.768	0.097	0.283	0.342	0.658	0.505	1.743
11/1/17	11:03:00	F5	599	1	21.81	7.32	2.68	26.95	19.5	30.29	12.23	14.45	18.89	16.36	1.83	1.03	0.112	0.063	-1.91	2.53	-0.071	0.094	0.607	0.540	1.236	1.389	0.890	0.123	0.336	0.366	0.724	0.644	2.664
1/18/18	12:00:00	F5	599	1	16.81	6.06	2.21	21.62	12.85	24.07	9.22	11.55	13.56	13.97	1.63	0.97	0.117	0.069	-2.42	-0.41	-0.112	-0.019	0.646	0.580	1.286	1.432	0.898	0.131	0.360	0.365	0.594	0.534	2.120
1/5/18	11:44:00	F5	599	1	22.8	7.05	2.58	25.78	17.98	29.95	11.64	14.77	16.77	16.94	1.54	1.02	0.091	0.060	-2.17	-0.17	-0.084	-0.007	0.657	0.566	1.131	1.314	0.861	0.113	0.309	0.366	0.697	0.600	2.550
4/6/18	10:58:00	F5	601	2	20.4	6.28	2.38	22.57	15.13	27.13	9.62	13.62	16.35	14.83	1.59	0.92	0.107	0.062	-1.21	1.52	-0.054	0.067	0.657	0.547	1.106	1.330	0.832	0.117	0.308	0.379	0.670	0.558	2.409
3/21/18	11:16:00	F5	601	1	20.64	6.44	2.97	22.05	14.13	26.07	12.36	13.42	15.6	13.4	1.44	1.01	0.107	0.075	0.02	2.2	0.001	0.100	0.608	0.514	1.068	1.263	0.846	0.144	0.312	0.461	0.641	0.542	2.194
3/15/18	9:55:00	F5	601	2	20.85	6.74	3.03	21.23	14.4	25.19	10.23	13	14.7	13.46	1.4	1.04	0.104	0.077	-0.46	1.24	-0.022	0.058	0.634	0.534	1.018	1.208	0.843	0.145	0.323	0.450	0.678	0.572	2.136
12/13/17	11:39:00	F5	605	3	25.4	7.22	2.83	27.1	16.64	31.59	12.37	15.19	18	15.91	1.65	1.04	0.104	0.065	-0.72	2.09	-0.027	0.077	0.587	0.504	1.067	1.244	0.858	0.111	0.284	0.392	0.614	0.527	2.305
11/24/17	10:12:00	F5	605	1	22.57	7.04	2.71	26.68	16.23	29.95	13.19	14.52	17.28	14.6	1.42	1.08	0.097	0.074	-0.08	2.68	-0.003	0.100	0.547	0.487	1.182	1.327	0.891	0.120	0.312	0.385	0.608	0.542	2.305
11/9/17	11:15:00	F5	605	1	26.25	7.84	2.85	28.96	16.83	33.29	12.61	15.51	17.67	16.87	1.65	1.15	0.098	0.068	-1.36	0.8	-0.047	0.028	0.583	0.507	1.103	1.268	0.870	0.109	0.299	0.364	0.581	0.506	2.147
1/5/18	11:47:00	F5	606	1	21.74	6.27	2.34	22.21	15.09	26.6	11.1	13.59	16.87	12.68	1.59	0.89	0.125	0.070	0.91	4.19	0.041	0.189	0.571	0.477	1.022	1.224	0.835	0.108	0.288	0.373	0.679	0.567	2.407
2/2/18	9:53:00	F5	606	1	21.76	6.1	2.19	25.35	15.35	28.88	11.28	13.78	16.64	12.24	1.47	0.89	0.120	0.073	1.54	4.4	0.061	0.174	0.483	0.424	1.165	1.327	0.878	0.101	0.280	0.359	0.606	0.532	2.516
12/1/17	10:25:00	F5	606	1	22.9	7.24	2.02	25.21	17.24	29.61	10.54	14.72	18.42	12.83	1.48	0.87	0.115	0.068	1.89	5.59	0.075	0.222	0.509	0.433	1.101	1.293	0.851	0.088	0.316	0.279	0.684	0.582	2.381
1/19/18	9:28:00	F5	608	2	17.27	5.74	2.32	19.5	12.38	22.75	9.95	11.09	13.61	9.12	1.58	0.95	0.173	0.104	1.97	4.49	0.101	0.230	0.468	0.401	1.129	1.317	0.857	0.134	0.332	0.404	0.635	0.544	2.157
1/5/18	11:26:00	F5	608	1	20.43	6.47	2.75	19.76	14.07	24.08	9.88	11.12	14.01	13.87	1.47	0.82	0.106	0.059	-2.75	0.14	-0.139	0.007	0.702	0.576	0.967	1.179	0.821	0.135	0.317	0.425	0.712	0.584	2.175
12/13/17	11:42:00	F5	608	1	18.06	6.39	2.61	20.09	13.15	23.72	9.05	11.72	14.63	10.85	1.57	0.96	0.145	0.088	0.87	3.78	0.043	0.188	0.540	0.457	1.112	1.313	0.847	0.145	0.354	0.408	0.655	0.554	2.058
1/3/18	10:25:00	F5	609	1	19.89	5.72	2.31	19.37	13.19	22.27	9.34	12.77	15.44	11.41	1.42	0.82	0.124	0.072	1.36	4.03	0.070	0.208	0.589	0.512	0.974	1.120	0.870	0.116	0.288	0.404	0.681	0.592	2.306
12/31/17	11:46:00	F5	609	1	20.7	5.97	2.42	20.89	15.05	24.85	12.01	13.17	15.97	12.28	1.6	0.75	0.130	0.061	0.89	3.69	0.043	0.177	0.588	0.494	1.009	1.200	0.841	0.117	0.288	0.405	0.720	0.606	2.521
11/28/17	10:19:00	F5	609	1	21.06	6.65	2.45	21.09	15.45	25.68	10.51	13.73	15.91	13.1	1.3	1	0.099	0.076	0.63	2.81	0.030	0.133	0.621	0.510	1.001	1.219	0.821	0.116	0.316	0.368	0.733	0.602	2.323
11/30/17	11:07:00	F5	610	1	20.26	6.21	2.63	22.27	15.06	25.84	10.38	11.94	14.48	11.16	1.56	1.07	0.140	0.096	0.78	3.32	0.035	0.149	0.501	0.432	1.099	1.275	0.862	0.130	0.307	0.424	0.676	0.583	2.425
11/24/17	10:16:00	F5	610	1	19.88	5.66	2.38	22.12	12.35	24.03	11.06	11.44	14.14	11.8	1.67	0.92	0.142	0.078	-0.36	2.34	-0.016	0.106	0.533	0.491	1.113	1.209	0.921	0.120	0.285	0.420	0.558	0.514	2.182
12/11/17	10:43:00	F5	610	1	23.98	6.08	2.92	26.39	16.3	29.27	10.94	14.12	17.2	13.67	1.54	0.88	0.113	0.064	0.45	3.53	0.017	0.134	0.518	0.467	1.101	1.221	0.902	0.122	0.254	0.480	0.618	0.557	2.681
2/2/18	9:56:00	F5	614	1	19.61	6.39	2.27	24.54	16.07	27.51	9.9	13.05	15.56	14.72	1.5	0.94	0.102	0.064	-1.67	0.84	-0.068	0.034	0.600	0.535	1.251	1.403	0.892	0.116	0.326	0.355	0.655	0.584	2.515
1/19/18	9:31:00	F5	614	1	18.24	5.1	2.25	20.9	11.99	24.02	9.88	11.86	13.43	12.36	1.42	0.86	0.115	0.070	-0.5	1.07	-0.024	0.051	0.591	0.515	1.146	1.317	0.870	0.123	0.280	0.441	0.574	0.499	2.351
11/1/17	11:15:00	F5	614	1	25.36	7.74	2.96	32.78	18.46	34.8	13.36	17.99	21.03	15.73	1.82	0.92	0.116	0.058	2.26	5.3	0.069	0.162	0.480	0.452	1.293	1.372	0.942	0.117	0.305	0.382	0.563	0.530	2.385
11/5/17	10:43:00	F5	615	1	20.67	6.33	2.48	24.5	15.26	26.41	10.05	14.28	17.32	14.53	1.9	0.97	0.131	0.067	-0.25	2.79	-0.010	0.114	0.593	0.550	1.185	1.278	0.928	0.120	0.306	0.392	0.623	0.578	2.411
1/24/18	10:30:00	F5	615	1	24.95	6.05	2.46	24.59	15.01	28.7	11.24	13.71	16.35	15.71	1.53	0.96	0.097	0.061	-2	0.64	-0.081	0.026	0.639	0.547	0.986	1.150	0.857	0.099	0.242	0.407	0.610	0.523	2.481
1/5/18	11:29:00	F5	615	1	26.36	7.54	2.54	23.98	16.26	29.72	12.56	14.48	16.28	15.8	1.44	0.94	0.091	0.059	-1.32	0.48	-0.055	0.020	0.659	0.532	0.910	1.127	0.807	0.096	0.286	0.337	0.678	0.547	2.156
2/8/18	9:57:00	F5	616	1	20.58	6.49	2.5	22.29	15.29	25.94	11.71	11.76	16.3	12.24	1.45	0.93	0.118	0.076	-0.48	4.06	-0.022	0.182	0.549	0.472	1.083	1.260	0.859	0.121	0.315	0.385	0.686	0.589	2.356
2/16/18	10:27:00	F5	616	1	20.57	5.88	2.33	22.08	15.29	25.1	10.56	10.73	14.39	12.2	1.4	0.93	0.115	0.076	-1.47	2.19	-0.067	0.099	0.553	0.486	1.073	1.220	0.880	0.113	0.286	0.396	0.692	0.609	2.600
1/24/18	10:33:00	F5	616	1	23.16	6	2.64	23.84	15.54	27.69	11.29	14.07	17	13.12	1.33	1	0.101	0.076	0.95	3.88	0.040	0.163	0.550	0.474	1.029	1.196	0.861	0.114	0.259	0.440	0.652	0.561	2.590
4/10/18	10:58:00	F5	619	1	20	5.88	2.82	21.16	15.79	25.48	12.43	12.54	15.21	12.18	1.48	0.96	0.122	0.079	0.36	3.03	0.017	0.143	0.576	0.478	1.058	1.274	0.830	0.141	0.294	0.480	0.746	0.620	2.685
1/19/18	9:35:00	F5	619	2	15.64	4.61	2.19	17.51	10.48	19.73	9.83	10.61	12.14	9.48	1.51	0.8	0.159	0.084	1.13	2.66	0.065	0.152	0.541	0.480	1.120	1.262	0.887	0.140	0.295	0.475	0.599	0.531	2.273
4/6/18	11:01:00	F5	619	1	19.49	5.59	2.45	21.58	13.12	25.41	11.56	11.71	14.62	11.71	1.65	0.91	0.141	0.078	0	2.91	0.000	0.135	0.543	0.461	1.107	1.304	0.849	0.126	0.287	0.438	0.608	0.516	2.347
2/2/18	10:03:00	C	620	1	28.78	6.64	2.89	26.78	18.11	32.2	11.3	16.11	19.64	15.77	1.52	1.07	0.096	0.068	0.34	3.87	0.013	0.145	0.589	0.490	0.931	1.119	0.832	0.100	0.231	0.435	0.676	0.562	2.727
1/24/18	10:37:00	C	620	1	27.96	6.92	2.63	27.21	16.7	31.05	11.57	16.13	18.36	16.09	1.47	1.15	0.091	0.071	0.04	2.27	0.001	0.083	0.591	0.518	0.973	1.111	0.876	0.094	0.247	0.380	0.614	0.538	2.413
