Date	Time	Sp	Ind	Infl_pos	Cor_Width	Cor_Throat	Cor_Base	Cor_Len	Cor_Th_Len	Cor_Len_Var	Sepal_Len	Min_Fil_Len	Max_Fil_Len	Pistil_Len	Ovary_Height	Stigma_Height	OV/P_Ratio	SH/P_Ratio	MiF-P_dis	MaF-P_dis	MiF-P_dis/L	MaF-P_dis/L	PL/L_ratio	PL/LV_ratio	L/W_Ratio	LV/W_Ratio	L/LV_Ratio	B/W_Ratio	TW/W_Ratio	B/TW_Ratio	TL/L_Ratio	TL/LV_Ratio	TL/TW_Ratio
1/8/18	11:07:00	F5	929	1	21.48	6.09	2.47	21.98	14.83	26.5	10.88	13.34	16.12	12.91	1.61	0.94	0.125	0.073	0.43	3.21	0.020	0.146	0.587	0.487	1.023	1.234	0.829	0.115	0.284	0.406	0.675	0.560	2.435
12/15/17	11:40:00	F5	929	1	18.48	5.98	2.35	23.06	13.7	25.2	10.01	12.45	15.11	11.32	1.8	0.93	0.159	0.082	1.13	3.79	0.049	0.164	0.491	0.449	1.248	1.364	0.915	0.127	0.324	0.393	0.594	0.544	2.291
3/24/18	11:19:00	F5	930	1	22.99	7.55	2.85	21.64	14.8	26.17	13.34	14.53	16.33	14.86	1.75	1.06	0.118	0.071	-0.33	1.47	-0.015	0.068	0.687	0.568	0.941	1.138	0.827	0.124	0.328	0.377	0.684	0.566	1.960
3/28/18	10:07:00	F5	930	1	23.52	7.24	2.86	23.13	15.4	27.36	9.03	15.05	18.2	15.12	1.33	1.01	0.088	0.067	-0.07	3.08	-0.003	0.133	0.654	0.553	0.983	1.163	0.845	0.122	0.308	0.395	0.666	0.563	2.127
3/16/18	12:00:00	F5	930	1	23.66	7.5	2.78	21.36	14.67	27.85	12.65	14.55	17.77	14.67	1.52	1.09	0.104	0.074	-0.12	3.1	-0.006	0.145	0.687	0.527	0.903	1.177	0.767	0.117	0.317	0.371	0.687	0.527	1.956
1/19/18	11:12:00	F5	931	1	18.75	6.16	2.17	20.54	14.89	23.82	9.09	11.55	14.19	11.87	1.42	0.86	0.120	0.072	-0.32	2.32	-0.016	0.113	0.578	0.498	1.095	1.270	0.862	0.116	0.329	0.352	0.725	0.625	2.417
1/8/18	11:09:00	F5	931	1	21.55	6.38	2.2	22.94	16.16	26.31	10.46	13.63	16.29	14.21	1.43	0.91	0.101	0.064	-0.58	2.08	-0.025	0.091	0.619	0.540	1.065	1.221	0.872	0.102	0.296	0.345	0.704	0.614	2.533
1/30/18	9:49:00	F5	931	1	18.37	6.75	2.26	20.91	13.33	24.3	9.44	11.88	14.9	13.98	1.37	0.89	0.098	0.064	-2.1	0.92	-0.100	0.044	0.669	0.575	1.138	1.323	0.860	0.123	0.367	0.335	0.637	0.549	1.975
4/24/18	11:46:00	F5	932	1	19.85	5.84	2.35	20.93	13.34	25.17	10.72	11.78	14.6	12.59	1.31	0.86	0.104	0.068	-0.81	2.01	-0.039	0.096	0.602	0.500	1.054	1.268	0.832	0.118	0.294	0.402	0.637	0.530	2.284
4/10/18	10:00:00	F5	932	1	21.47	5.76	2.8	21.35	13.46	25.81	11.68	12.15	14.78	12.46	1.34	0.9	0.108	0.072	-0.31	2.32	-0.015	0.109	0.584	0.483	0.994	1.202	0.827	0.130	0.268	0.486	0.630	0.522	2.337
4/18/18	10:55:00	F5	932	1	20.5	5.45	2.69	20.77	14.37	25.92	11.07	12.06	14.28	10.58	1.4	0.89	0.132	0.084	1.48	3.7	0.071	0.178	0.509	0.408	1.013	1.264	0.801	0.131	0.266	0.494	0.692	0.554	2.637
11/13/17	9:47:00	F5	933	1	23.2	6.15	2.45	22.99	14.78	28.66	11.41	14.11	16.59	16.01	1.84	1.09	0.115	0.068	-1.9	0.58	-0.083	0.025	0.696	0.559	0.991	1.235	0.802	0.106	0.265	0.398	0.643	0.516	2.403
1/8/18	11:13:00	F5	933	1	16.56	5.75	2.35	17.02	12.36	20.63	8.67	11.12	13.84	13.23	1.46	0.84	0.110	0.063	-2.11	0.61	-0.124	0.036	0.777	0.641	1.028	1.246	0.825	0.142	0.347	0.409	0.726	0.599	2.150
2/7/18	11:30:00	F5	933	1	23.26	6.21	2.64	23.08	16.36	27.83	10.89	13.47	15.83	15.64	1.4	1.01	0.090	0.065	-2.17	0.19	-0.094	0.008	0.678	0.562	0.992	1.196	0.829	0.113	0.267	0.425	0.709	0.588	2.634
1/8/18	11:16:00	F5	936	2	22.71	5.77	2.83	19.06	12.53	25.05	11.82	13.75	16.53	13.68	1.56	0.85	0.114	0.062	0.07	2.85	0.004	0.150	0.718	0.546	0.839	1.103	0.761	0.125	0.254	0.490	0.657	0.500	2.172
1/21/18	10:04:00	F5	936	1	21.03	5.01	2.42	20.12	13.49	24.46	10.28	13.06	15.72	12.51	1.33	0.94	0.106	0.075	0.55	3.21	0.027	0.160	0.622	0.511	0.957	1.163	0.823	0.115	0.238	0.483	0.670	0.552	2.693
12/31/17	10:53:00	F5	936	1	23.98	5.99	2.75	21.94	14.69	27.27	11.21	13.89	17.09	13.9	1.71	1.03	0.123	0.074	-0.01	3.19	0.000	0.145	0.634	0.510	0.915	1.137	0.805	0.115	0.250	0.459	0.670	0.539	2.452
1/8/18	11:19:00	F5	938	1	21.61	5.88	2.38	23.67	15.52	27.41	11.71	14.15	16.41	15.59	1.53	0.92	0.098	0.059	-1.44	0.82	-0.061	0.035	0.659	0.569	1.095	1.268	0.864	0.110	0.272	0.405	0.656	0.566	2.639
11/5/17	11:34:00	F5	938	1	21.55	6.61	2.52	26.99	15.71	30.76	11.44	15.42	18.49	15.37	1.88	1.08	0.122	0.070	0.05	3.12	0.002	0.116	0.569	0.500	1.252	1.427	0.877	0.117	0.307	0.381	0.582	0.511	2.377
1/10/18	10:02:00	F5	938	1	23.15	7.11	2.49	25.34	17.44	29.21	11.06	14.4	17.07	15.7	1.68	1.03	0.107	0.066	-1.3	1.37	-0.051	0.054	0.620	0.537	1.095	1.262	0.868	0.108	0.307	0.350	0.688	0.597	2.453
2/11/18	9:55:00	F5	941	1	16.34	5.36	2.33	16.73	10.68	19.46	9.29	11.21	13.62	11.46	1.33	0.86	0.116	0.075	-0.25	2.16	-0.015	0.129	0.685	0.589	1.024	1.191	0.860	0.143	0.328	0.435	0.638	0.549	1.993
2/8/18	11:07:00	F5	941	1	19.64	5.36	2.4	20.2	12.86	24.32	10.58	12.34	14.52	12.19	1.35	0.92	0.111	0.075	0.15	2.33	0.007	0.115	0.603	0.501	1.029	1.238	0.831	0.122	0.273	0.448	0.637	0.529	2.399
1/21/18	10:30:00	F5	941	2	19.31	5.42	2.48	18.93	12.42	22.78	10.34	12.92	15.46	11.9	1.55	0.94	0.130	0.079	1.02	3.56	0.054	0.188	0.629	0.522	0.980	1.180	0.831	0.128	0.281	0.458	0.656	0.545	2.292
2/7/18	11:27:00	F5	943	1	21.38	6.68	2.35	21.2	14.11	25.76	9.35	13.15	15.57	11.9	1.67	0.89	0.140	0.075	1.25	3.67	0.059	0.173	0.561	0.462	0.992	1.205	0.823	0.110	0.312	0.352	0.666	0.548	2.112
11/3/17	11:17:00	F5	943	1	26.71	7.95	2.79	24.54	15.84	31.21	12.4	16.6	20.29	12.05	1.62	0.76	0.134	0.063	4.55	8.24	0.185	0.336	0.491	0.386	0.919	1.168	0.786	0.104	0.298	0.351	0.645	0.508	1.992
2/23/18	10:14:00	F5	943	1	22.04	6.34	2.38	23.44	15.88	26.98	11.31	14.72	17.49	13.55	1.61	0.99	0.119	0.073	1.17	3.94	0.050	0.168	0.578	0.502	1.064	1.224	0.869	0.108	0.288	0.375	0.677	0.589	2.505
1/8/18	11:25:00	F5	945	1	21.81	6.56	2.83	20.64	15.19	24.97	9.63	12.85	14.98	12.14	1.48	0.86	0.122	0.071	0.71	2.84	0.034	0.138	0.588	0.486	0.946	1.145	0.827	0.130	0.301	0.431	0.736	0.608	2.316
1/21/18	10:33:00	F5	945	1	23.33	6.99	2.9	22.54	13.51	26.12	10.77	12.31	13.81	12.13	1.58	0.91	0.130	0.075	0.18	1.68	0.008	0.075	0.538	0.464	0.966	1.120	0.863	0.124	0.300	0.415	0.599	0.517	1.933
12/15/17	9:58:00	F5	945	1	26.79	7.89	2.6	22.23	14.74	28.52	10.72	13.93	15.97	13.14	1.64	0.85	0.125	0.065	0.79	2.83	0.036	0.127	0.591	0.461	0.830	1.065	0.779	0.097	0.295	0.330	0.663	0.517	1.868
1/8/18	11:28:00	F5	946	1	18.2	5.92	2.53	22.12	14.73	25.4	10.92	12.43	16.65	16.55	1.48	0.9	0.089	0.054	-4.12	0.1	-0.186	0.005	0.748	0.652	1.215	1.396	0.871	0.139	0.325	0.427	0.666	0.580	2.488
1/21/18	10:36:00	F5	946	2	23.13	6.61	2.62	23.95	15.13	27.85	11.46	13.97	16.3	16.77	1.82	1.09	0.109	0.065	-2.8	-0.47	-0.117	-0.020	0.700	0.602	1.035	1.204	0.860	0.113	0.286	0.396	0.632	0.543	2.289
1/24/18	10:21:00	F5	946	1	22.66	5.74	2.67	22.15	15.09	26.7	10.68	12.66	16.05	16.7	1.33	0.96	0.080	0.057	-4.04	-0.65	-0.182	-0.029	0.754	0.625	0.977	1.178	0.830	0.118	0.253	0.465	0.681	0.565	2.629
3/7/18	10:37:00	F5	953	1	22.37	6.8	2.52	24.48	17.05	28.24	10.81	14.53	17.17	13.86	1.49	0.85	0.108	0.061	0.67	3.31	0.027	0.135	0.566	0.491	1.094	1.262	0.867	0.113	0.304	0.371	0.696	0.604	2.507
3/9/18	10:57:00	F5	953	1	17.66	5.73	2.22	21.76	15.39	24.82	10.32	13.97	15.59	13.61	1.62	0.95	0.119	0.070	0.36	1.98	0.017	0.091	0.625	0.548	1.232	1.405	0.877	0.126	0.324	0.387	0.707	0.620	2.686
3/15/18	10:24:00	F5	953	1	17.15	6.34	2.27	19.76	13.54	23.78	9.88	13.01	15.45	12.7	1.35	0.89	0.106	0.070	0.31	2.75	0.016	0.139	0.643	0.534	1.152	1.387	0.831	0.132	0.370	0.358	0.685	0.569	2.136
11/3/17	11:26:00	F5	954	1	21.59	6.17	2.38	23.09	15.58	26.22	11.41	12.72	16.92	14.54	1.8	1.1	0.124	0.076	-1.82	2.38	-0.079	0.103	0.630	0.555	1.069	1.214	0.881	0.110	0.286	0.386	0.675	0.594	2.525
4/18/18	10:59:00	F5	954	1	17.89	5.65	2.68	20.22	13.83	23.75	10.75	11.52	14.34	11.43	1.51	0.8	0.132	0.070	0.09	2.91	0.004	0.144	0.565	0.481	1.130	1.328	0.851	0.150	0.316	0.474	0.684	0.582	2.448
4/22/18	11:16:00	F5	954	1	20.19	5.99	2.49	21.47	14.16	25.25	10.07	12.75	15.66	13.58	1.42	0.92	0.105	0.068	-0.83	2.08	-0.039	0.097	0.633	0.538	1.063	1.251	0.850	0.123	0.297	0.416	0.660	0.561	2.364
2/11/18	9:51:00	F5	955	1	16.86	5.57	2.43	16.78	11.1	20.37	10.48	11.74	13.89	12.81	1.49	0.86	0.116	0.067	-1.07	1.08	-0.064	0.064	0.763	0.629	0.995	1.208	0.824	0.144	0.330	0.436	0.662	0.545	1.993
2/8/18	10:41:00	F5	955	1	23.67	6.8	2.75	25.4	16.7	28.62	11.76	14.15	17.17	15.27	1.56	1.09	0.102	0.071	-1.12	1.9	-0.044	0.075	0.601	0.534	1.073	1.209	0.887	0.116	0.287	0.404	0.657	0.584	2.456
1/21/18	10:39:00	F5	955	1	21.9	6.77	2.65	21.67	13.54	26.27	10.5	13.07	15.8	14.17	1.51	0.99	0.107	0.070	-1.1	1.63	-0.051	0.075	0.654	0.539	0.989	1.200	0.825	0.121	0.309	0.391	0.625	0.515	2.000
4/22/18	11:19:00	F5	957	1	24.07	6.73	2.7	23.38	15.3	27.83	10.63	15.85	18.43	15.43	1.34	0.91	0.087	0.059	0.42	3	0.018	0.128	0.660	0.554	0.971	1.156	0.840	0.112	0.280	0.401	0.654	0.550	2.273
11/3/17	11:29:00	F5	957	1	22.12	6.95	2.75	22.62	14.86	27.27	11.87	15.79	17.95	15.29	2.02	0.96	0.132	0.063	0.5	2.66	0.022	0.118	0.676	0.561	1.023	1.233	0.829	0.124	0.314	0.396	0.657	0.545	2.138
4/24/18	11:50:00	F5	957	1	23.6	6.78	2.67	22.75	13.91	27.76	10.91	15.39	18.03	15.49	1.63	0.94	0.105	0.061	-0.1	2.54	-0.004	0.112	0.681	0.558	0.964	1.176	0.820	0.113	0.287	0.394	0.611	0.501	2.052
1/8/18	11:30:00	F5	961	1	22.3	6.58	2.13	23.11	14.79	27.31	12.38	12.59	16.17	13.82	1.58	0.94	0.114	0.068	-1.23	2.35	-0.053	0.102	0.598	0.506	1.036	1.225	0.846	0.096	0.295	0.324	0.640	0.542	2.248
11/22/17	11:16:00	F5	961	1	23.93	7.44	2.42	24	14.38	28.36	12.05	13.77	16.69	13.7	1.94	1.02	0.142	0.074	0.07	2.99	0.003	0.125	0.571	0.483	1.003	1.185	0.846	0.101	0.311	0.325	0.599	0.507	1.933
11/24/17	11:14:00	F5	961	1	21.72	6.39	2.46	22.21	14.32	26.11	10.99	13.09	15.48	12.26	1.64	0.99	0.134	0.081	0.83	3.22	0.037	0.145	0.552	0.470	1.023	1.202	0.851	0.113	0.294	0.385	0.645	0.548	2.241
3/2/18	10:59:00	F5	962	1	17.1	6.41	2.31	20.46	13.11	22.63	10.38	12.02	14.12	14.04	1.38	0.94	0.098	0.067	-2.02	0.08	-0.099	0.004	0.686	0.620	1.196	1.323	0.904	0.135	0.375	0.360	0.641	0.579	2.045
2/23/18	11:24:00	F5	962	1	19.61	6.32	2.33	19.81	14.32	23.31	10.03	12.68	14.72	13.59	1.33	0.94	0.098	0.069	-0.91	1.13	-0.046	0.057	0.686	0.583	1.010	1.189	0.850	0.119	0.322	0.369	0.723	0.614	2.266
3/3/18	11:26:00	F5	962	1	17.63	6.26	2.46	19.76	12.48	23.02	10.35	12.42	14.91	14.14	1.59	1	0.112	0.071	-1.72	0.77	-0.087	0.039	0.716	0.614	1.121	1.306	0.858	0.140	0.355	0.393	0.632	0.542	1.994
2/7/18	11:24:00	F5	963	1	24.73	6.96	2.54	21.15	14.69	26.1	12.54	12.53	15.23	11.93	1.6	0.84	0.134	0.070	0.6	3.3	0.028	0.156	0.564	0.457	0.855	1.055	0.810	0.103	0.281	0.365	0.695	0.563	2.111
2/8/18	11:11:00	F5	963	1	23.51	6.17	2.67	21.49	14.41	27.15	13.56	13.05	14.83	14.12	1.75	0.97	0.124	0.069	-1.07	0.71	-0.050	0.033	0.657	0.520	0.914	1.155	0.792	0.114	0.262	0.433	0.671	0.531	2.335
1/21/18	10:43:00	F5	963	1	22.7	6.6	2.68	20.23	13.19	25.05	12.64	12.34	14.87	12.81	1.66	0.9	0.130	0.070	-0.47	2.06	-0.023	0.102	0.633	0.511	0.891	1.104	0.808	0.118	0.291	0.406	0.652	0.527	1.998
11/5/17	11:43:00	F5	964	1	20.94	6.97	2.37	25.22	14.6	26.51	10.87	13.87	15.64	14.52	1.64	0.95	0.113	0.065	-0.65	1.12	-0.026	0.044	0.576	0.548	1.204	1.266	0.951	0.113	0.333	0.340	0.579	0.551	2.095
1/8/18	11:33:00	F5	964	1	20.5	6.65	2.52	21.83	15.06	25.12	11.22	12.3	14.99	14.92	1.55	0.89	0.104	0.060	-2.62	0.07	-0.120	0.003	0.683	0.594	1.065	1.225	0.869	0.123	0.324	0.379	0.690	0.600	2.265
1/21/18	10:46:00	F5	964	1	20.93	5.8	2.67	22.5	14.63	25.71	9.67	12.7	15.07	14.39	1.43	0.9	0.099	0.063	-1.69	0.68	-0.075	0.030	0.640	0.560	1.075	1.228	0.875	0.128	0.277	0.460	0.650	0.569	2.522
12/13/17	10:42:00	F5	966	1	24.8	7.29	2.85	22.77	14.56	26.86	11.89	14.02	16.47	14.47	1.59	0.93	0.110	0.064	-0.45	2	-0.020	0.088	0.635	0.539	0.918	1.083	0.848	0.115	0.294	0.391	0.639	0.542	1.997
11/24/17	11:19:00	F5	966	1	24.72	7.12	2.97	24.12	14.06	26.81	13.58	13.5	17.23	14.26	1.75	0.97	0.123	0.068	-0.76	2.97	-0.032	0.123	0.591	0.532	0.976	1.085	0.900	0.120	0.288	0.417	0.583	0.524	1.975
12/17/17	10:10:00	F5	966	1	26.5	7.38	2.63	19.09	12.22	25.77	11.75	12.66	15.74	9.62	1.41	0.96	0.147	0.100	3.04	6.12	0.159	0.321	0.504	0.373	0.720	0.972	0.741	0.099	0.278	0.356	0.640	0.474	1.656
11/3/17	10:26:00	F5	968	1	20.82	7.63	2.24	21.4	14.97	26.52	10.04	13.5	15.4	12.95	1.47	0.72	0.114	0.056	0.55	2.45	0.026	0.114	0.605	0.488	1.028	1.274	0.807	0.108	0.366	0.294	0.700	0.564	1.962
3/24/18	11:32:00	F5	968	1	23.18	7.06	2.78	22.38	13.81	28.27	13.05	12.62	14.93	12.99	1.53	1.04	0.118	0.080	-0.37	1.94	-0.017	0.087	0.580	0.459	0.965	1.220	0.792	0.120	0.305	0.394	0.617	0.489	1.956
3/15/18	10:28:00	F5	968	1	20.57	7.43	2.44	19.91	13.51	25.17	10.97	11.74	13.34	12.21	1.52	1	0.124	0.082	-0.47	1.13	-0.024	0.057	0.613	0.485	0.968	1.224	0.791	0.119	0.361	0.328	0.679	0.537	1.818
1/21/18	10:49:00	F5	970	1	21.57	7.48	2.52	23.91	15.89	28.08	11.54	13.72	15.37	12.66	1.55	1.01	0.122	0.080	1.06	2.71	0.044	0.113	0.529	0.451	1.108	1.302	0.851	0.117	0.347	0.337	0.665	0.566	2.124
1/8/18	11:36:00	F5	970	1	23.16	7.78	2.59	26.22	17.04	28.49	11.68	14.16	16.76	13.68	1.52	0.94	0.111	0.069	0.48	3.08	0.018	0.117	0.522	0.480	1.132	1.230	0.920	0.112	0.336	0.333	0.650	0.598	2.190
11/22/17	9:58:00	F5	970	1	19.85	6.63	2.55	22.4	13.53	26.05	11.21	11.49	14.61	10.77	1.85	0.83	0.172	0.077	0.72	3.84	0.032	0.171	0.481	0.413	1.128	1.312	0.860	0.128	0.334	0.385	0.604	0.519	2.041
1/21/18	10:58:00	F5	971	1	21.05	6.18	2.58	23.45	17.22	26.82	10.03	13.23	15.97	12.91	1.47	0.94	0.114	0.073	0.32	3.06	0.014	0.130	0.551	0.481	1.114	1.274	0.874	0.123	0.294	0.417	0.734	0.642	2.786
2/7/18	11:22:00	F5	971	1	24.64	7.43	2.82	26.13	16.76	29.79	11.76	13.35	17.04	14.3	1.72	0.97	0.120	0.068	-0.95	2.74	-0.036	0.105	0.547	0.480	1.060	1.209	0.877	0.114	0.302	0.380	0.641	0.563	2.256
2/23/18	10:07:00	F5	971	1	18.78	6	2.53	19.8	15.43	24.58	9.59	12.46	15.31	11.44	1.47	0.98	0.128	0.086	1.02	3.87	0.052	0.195	0.578	0.465	1.054	1.309	0.806	0.135	0.319	0.422	0.779	0.628	2.572
3/3/18	11:44:00	F5	973	2	19.64	7.1	2.45	20.93	13.55	24.16	10.23	12.78	14.42	12.05	1.53	0.96	0.127	0.080	0.73	2.37	0.035	0.113	0.576	0.499	1.066	1.230	0.866	0.125	0.362	0.345	0.647	0.561	1.908
11/30/17	11:49:00	F5	973	1	27.46	8.62	2.61	25.96	17.02	31.49	13.41	15.21	17.98	15.48	1.78	0.93	0.115	0.060	-0.27	2.5	-0.010	0.096	0.596	0.492	0.945	1.147	0.824	0.095	0.314	0.303	0.656	0.540	1.974
2/28/18	11:33:00	F5	973	1	22.63	6.76	2.57	21.78	14.15	25.57	10.41	13.62	16.81	14.1	1.61	0.95	0.114	0.067	-0.48	2.71	-0.022	0.124	0.647	0.551	0.962	1.130	0.852	0.114	0.299	0.380	0.650	0.553	2.093
2/7/18	11:18:00	F5	974	1	21.54	6.79	2.41	24.26	16.33	27.48	8.3	13.97	16.27	12.78	1.59	0.95	0.124	0.074	1.19	3.49	0.049	0.144	0.527	0.465	1.126	1.276	0.883	0.112	0.315	0.355	0.673	0.594	2.405
1/21/18	11:01:00	F5	974	1	19.97	6.17	2.27	22.74	16.04	26.63	9.3	12.6	15.33	11.34	1.42	0.88	0.125	0.078	1.26	3.99	0.055	0.175	0.499	0.426	1.139	1.334	0.854	0.114	0.309	0.368	0.705	0.602	2.600
1/8/18	11:22:00	F5	974	1	20.22	6.94	2.57	22.41	15.04	26.6	9.13	13.76	15.87	11.58	1.55	0.87	0.134	0.075	2.18	4.29	0.097	0.191	0.517	0.435	1.108	1.316	0.842	0.127	0.343	0.370	0.671	0.565	2.167
4/22/18	11:22:00	F5	976	1	27.12	7.52	2.72	24.16	16.39	30.44	11.57	15.38	18.09	17.64	1.56	1.02	0.088	0.058	-2.26	0.45	-0.094	0.019	0.730	0.580	0.891	1.122	0.794	0.100	0.277	0.362	0.678	0.538	2.180
1/19/18	11:18:00	F5	976	1	23.78	6.69	2.28	22.2	15.23	27.09	10.99	13	15.72	15.78	1.64	1.13	0.104	0.072	-2.78	-0.06	-0.125	-0.003	0.711	0.583	0.934	1.139	0.819	0.096	0.281	0.341	0.686	0.562	2.277
4/10/18	10:04:00	F5	976	1	28.7	7.19	2.68	22.92	15.43	30.72	11.66	14.49	16.41	16.77	1.4	0.94	0.083	0.056	-2.28	-0.36	-0.099	-0.016	0.732	0.546	0.799	1.070	0.746	0.093	0.251	0.373	0.673	0.502	2.146
4/18/18	11:02:00	F5	977	1	26.16	6.15	2.27	24.34	17.41	29.56	12.34	15.75	18.03	13.84	1.28	1.02	0.092	0.074	1.91	4.19	0.078	0.172	0.569	0.468	0.930	1.130	0.823	0.087	0.235	0.369	0.715	0.589	2.831
4/24/18	11:53:00	F5	977	1	26.06	6.88	2.65	23.56	15.79	29.49	12.09	15.82	18.51	14.6	1.38	0.96	0.095	0.066	1.22	3.91	0.052	0.166	0.620	0.495	0.904	1.132	0.799	0.102	0.264	0.385	0.670	0.535	2.295
1/21/18	11:05:00	F5	977	1	19.64	5.82	2.5	19.53	12.49	22.4	9.76	12.6	14.79	11.52	1.58	0.94	0.137	0.082	1.08	3.27	0.055	0.167	0.590	0.514	0.994	1.141	0.872	0.127	0.296	0.430	0.640	0.558	2.146
1/21/18	11:08:00	F5	978	2	20.88	5.21	2.65	19.54	13.09	24.42	11.14	13.15	15.03	12.9	1.45	1.06	0.112	0.082	0.25	2.13	0.013	0.109	0.660	0.528	0.936	1.170	0.800	0.127	0.250	0.509	0.670	0.536	2.512
11/24/17	11:23:00	F5	978	1	19.44	5.69	2.53	20.59	13.12	23.41	11.1	12.81	15.62	13.56	1.7	1.03	0.125	0.076	-0.75	2.06	-0.036	0.100	0.659	0.579	1.059	1.204	0.880	0.130	0.293	0.445	0.637	0.560	2.306
1/24/18	10:24:00	F5	978	2	21.24	5.79	2.68	20.8	13.43	25.11	10.15	12.8	15.2	14.01	1.57	1.03	0.112	0.074	-1.21	1.19	-0.058	0.057	0.674	0.558	0.979	1.182	0.828	0.126	0.273	0.463	0.646	0.535	2.320
2/7/18	11:16:00	F5	982	1	20.92	6.87	2.55	24.03	16.1	27.42	10.43	15.08	17.71	15.46	1.56	1.03	0.101	0.067	-0.38	2.25	-0.016	0.094	0.643	0.564	1.149	1.311	0.876	0.122	0.328	0.371	0.670	0.587	2.344
1/21/18	10:23:00	F5	982	1	22.89	6.8	2.56	22.73	15.19	27.84	10.85	14.99	17.81	15.39	1.66	1	0.108	0.065	-0.4	2.42	-0.018	0.106	0.677	0.553	0.993	1.216	0.816	0.112	0.297	0.376	0.668	0.546	2.234
1/30/18	9:46:00	F5	982	1	21.83	5.95	2.59	23.62	16.51	27.43	10.96	14.19	17.24	14.74	1.52	1.06	0.103	0.072	-0.55	2.5	-0.023	0.106	0.624	0.537	1.082	1.257	0.861	0.119	0.273	0.435	0.699	0.602	2.775
4/10/18	10:08:00	L	983	1	16.25	5.67	2.49	18.16	11.98	20.74	10.4	10.85	12.52	11.47	1.38	0.9	0.120	0.078	-0.62	1.05	-0.034	0.058	0.632	0.553	1.118	1.276	0.876	0.153	0.349	0.439	0.660	0.578	2.113
12/9/17	11:37:00	L	983	1	14.87	5.3	2.38	16.97	11.79	18.83	10.85	9.51	11.84	10.02	1.56	0.9	0.156	0.090	-0.51	1.82	-0.030	0.107	0.590	0.532	1.141	1.266	0.901	0.160	0.356	0.449	0.695	0.626	2.225
4/4/18	10:09:00	L	983	1	17.54	5.13	2.45	17.84	10.77	21.68	10.93	10.71	13.59	11.71	1.49	0.99	0.127	0.085	-1	1.88	-0.056	0.105	0.656	0.540	1.017	1.236	0.823	0.140	0.292	0.478	0.604	0.497	2.099
11/3/17	11:33:00	F5	987	1	19.83	7.2	2.43	25.28	15.9	27.11	11.39	13.26	16.15	13.06	1.8	0.99	0.138	0.076	0.2	3.09	0.008	0.122	0.517	0.482	1.275	1.367	0.932	0.123	0.363	0.338	0.629	0.586	2.208
12/13/17	10:45:00	F5	987	1	16.97	6.32	2.18	21.55	13.56	24.93	9.24	10.89	13.87	12.04	1.44	1.03	0.120	0.086	-1.15	1.83	-0.053	0.085	0.559	0.483	1.270	1.469	0.864	0.128	0.372	0.345	0.629	0.544	2.146
12/19/17	11:50:00	F5	987	1	18.7	6.37	2.17	21.75	14.09	24.36	9.65	11.35	13.55	12.07	1.6	0.96	0.133	0.080	-0.72	1.48	-0.033	0.068	0.555	0.495	1.163	1.303	0.893	0.116	0.341	0.341	0.648	0.578	2.212
12/31/17	10:56:00	F5	991	2	24.42	6.23	2.41	22.32	13.81	26.92	11.35	13.87	16.89	14.41	1.56	1	0.108	0.069	-0.54	2.48	-0.024	0.111	0.646	0.535	0.914	1.102	0.829	0.099	0.255	0.387	0.619	0.513	2.217
1/19/18	11:21:00	F5	991	1	20.51	5.15	2.56	20.05	12.5	23.53	11.18	12.27	14.79	12.29	1.77	0.98	0.144	0.080	-0.02	2.5	-0.001	0.125	0.613	0.522	0.978	1.147	0.852	0.125	0.251	0.497	0.623	0.531	2.427
1/8/18	11:58:00	F5	991	1	24.07	5.89	2.56	23.84	15.14	28.1	11.77	12.92	16.49	14.78	1.59	0.87	0.108	0.059	-1.86	1.71	-0.078	0.072	0.620	0.526	0.990	1.167	0.848	0.106	0.245	0.435	0.635	0.539	2.570
1/8/18	11:43:00	F5	992	1	17.68	5.97	2.33	21.37	13.19	23.29	10.22	11.52	14.12	9.47	1.26	0.76	0.133	0.080	2.05	4.65	0.096	0.218	0.443	0.407	1.209	1.317	0.918	0.132	0.338	0.390	0.617	0.566	2.209
12/1/17	11:13:00	F5	992	1	18.71	6.16	2.66	22.16	13.49	25.1	10.36	12.59	14.93	11.91	1.68	0.9	0.141	0.076	0.68	3.02	0.031	0.136	0.537	0.475	1.184	1.342	0.883	0.142	0.329	0.432	0.609	0.537	2.190
1/10/18	10:06:00	F5	992	1	20.27	5.49	2.51	21.5	13.34	24.38	11.21	11.93	14.31	12.75	1.48	1	0.116	0.078	-0.82	1.56	-0.038	0.073	0.593	0.523	1.061	1.203	0.882	0.124	0.271	0.457	0.620	0.547	2.430
2/7/18	11:13:00	F5	996	2	20.57	6.89	2.39	24.42	16.02	27.19	11.36	13.62	16.32	15.31	1.54	0.87	0.101	0.057	-1.69	1.01	-0.069	0.041	0.627	0.563	1.187	1.322	0.898	0.116	0.335	0.347	0.656	0.589	2.325
2/8/18	11:14:00	F5	996	1	25.21	7.31	2.51	25.25	18.96	31.04	12.25	13.73	17.05	15.91	1.45	0.96	0.091	0.060	-2.18	1.14	-0.086	0.045	0.630	0.513	1.002	1.231	0.813	0.100	0.290	0.343	0.751	0.611	2.594
